,Unnamed: 0,Unnamed: 0.1,CASE_NO,Decision_Date,Case_Status,APPLICATION_TYPE,Employer_Name,Employer_address_1,Employer_address_2,Employer_City,Employer_State,Employer_Postal_Code,2007_NAICS_US_CODE,2007_NAICS_US_TITLE,US_ECONOMIC_SECTOR,PW_SOC_Code,PW_SOC_TITLE,PW_Job_Title_9089,PW_LEVEL_9089,PW_SOURCE_NAME_9089,PW_AMOUNT_9089,PW_UNIT_OF_PAY_9089,WAGE_OFFERED_FROM_9089,WAGE_OFFERED_TO_9089,WAGE_OFFERED_UNIT_OF_PAY_9089,Job_Info_Work_City,Job_Info_Work_State,Country_of_Citizenship,Class_of_Admission,Annual_Wage,Certified
106,3173,3842,A-12363-26239,2013/11/18 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83204.0,Year,83204.0,123000.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,83204.0,1
107,3174,3844,A-13017-32082,2014/4/3 00:00:00,Certified-Expired,ONLINE,DIGIA USA INC,2350 MISSION COLLEGE BLVD.,SUITE 1020,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,133328.0,Year,133328.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,133328.0,1
108,3228,3905,A-14041-40677,2014/7/17 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,105394.0,Year,105394.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,105394.0,1
113,3533,4273,A-12353-23789,2014/4/25 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,89347.0,Year,96000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,89347.0,1
114,3555,4298,A-12272-03197,2014/1/17 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,33411,Computer and Peripheral Equipment Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,93630.0,Year,96500.0,,Year,Santa Clara,CALIFORNIA,MALAYSIA,H-1B,93630.0,1
117,3809,4623,A-13052-42457,2013/10/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
119,3873,4694,A-13100-54424,2013/12/16 00:00:00,Certified-Expired,ONLINE,"SOFT MACHINES, INC.",3211 SCOTT BLVD,SUITE 202,SANTA CLARA,CALIFORNIA,95054,33441,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level IV,OES,139838.0,Year,139838.0,159838.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,139838.0,1
120,3928,4768,A-13091-52034,2014/1/21 00:00:00,Certified-Expired,ONLINE,"ARISTA NETWORKS, INC.",5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,126986.0,Year,127000.0,156000.0,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,126986.0,1
122,3967,4821,A-13030-35890,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
123,4010,4871,A-12363-26266,2014/5/30 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83204.0,Year,83204.0,123000.0,Year,Santa Clara,CALIFORNIA,IRAN,H-1B,83204.0,1
127,4059,4929,A-13044-40201,2014/7/22 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
128,4064,4935,A-13024-34173,2013/11/1 00:00:00,Certified-Expired,ONLINE,INNOVATE SOLUTIONS INC,2900 GORDON AVE,STE 100-77,SANTA CLARA,CALIFORNIA,95051,54151,Computer Systems Design and Related Services,IT,15-1142,Network and Computer Systems Administrators*,Network and Computer Systems Administrators*,Level II,OES,81619.0,Year,81619.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,81619.0,1
129,4069,4941,A-13032-37033,2013/11/22 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,103722.0,Year,110160.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,103722.0,1
131,4106,4986,A-13093-52500,2013/12/13 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,107851.0,Year,131000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,107851.0,1
132,4116,4999,A-13063-44986,2013/12/12 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
133,4135,5023,A-13060-44635,2013/10/24 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level IV,OES,109408.0,Year,109408.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,109408.0,1
134,4142,5030,A-13030-36072,2014/6/20 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
135,4156,5047,A-13046-40970,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
136,4222,5124,A-13030-35970,2014/7/30 00:00:00,Certified,ONLINE,"LUMASENSE TECHNOLOGIES, INC.",3301 LEONARD COURT,,SANTA CLARA,CALIFORNIA,95054,335921,Fiber Optic Cable Manufacturing,Advanced Mfg,13-1161,Market Research Analysts and Marketing Specialists*,Market Research Analysts and Marketing Specialists*,Level I,OES,55536.0,Year,93730.0,,Year,Santa Clara,CALIFORNIA,BRAZIL,H-1B,55536.0,1
137,4266,5180,A-13023-33938,2013/11/1 00:00:00,Certified-Expired,ONLINE,"PROCESSWEAVER, INC.",5201 GREAT AMERICA PKWY.,# 300,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level I,OES,67621.0,Year,83637.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,67621.0,1
141,4316,5238,A-13028-35129,2014/7/17 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1111,Computer and Information Research Scientists,Computer and Information Research Scientists,,Other,107408.0,Year,107408.0,180000.0,Year,Santa Clara,CALIFORNIA,BRAZIL,H-1B,107408.0,1
142,4322,5247,A-13036-38130,2014/8/4 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
143,4324,5249,A-13030-36022,2014/6/19 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
145,4415,5365,A-13231-89541,2014/4/3 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,92838.0,Year,92926.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,92838.0,1
147,4474,5431,A-13150-67619,2014/1/22 00:00:00,Certified-Expired,ONLINE,QUANTA LABORATORIES,3199 DE LA CRUZ BLVD.,,SANTA CLARA,CALIFORNIA,95054,541380,Testing Laboratories,Aerospace,15-1141,Database Administrators,Database Administrators,Level I,OES,59613.0,Year,59613.0,,Year,Santa Clara,CALIFORNIA,TAIWAN,H-1B,59613.0,1
149,4563,5534,A-13217-85861,2014/5/7 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,102840.0,Year,120000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102840.0,1
150,4570,5541,A-13218-86040,2014/3/18 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83287.0,Year,85000.0,105000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,83287.0,1
160,4854,5883,A-13184-77607,2014/2/27 00:00:00,Certified-Expired,ONLINE,ALPHA NET CONSULTING LLC.,3080 OLCOTT STREET,SUITE # 235C,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,133328.0,Year,133328.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,133328.0,1
167,4973,6029,A-13163-71224,2014/4/14 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,102731.0,Year,102731.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102731.0,1
168,4985,6044,A-13135-64119,2014/1/13 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,87518.0,Year,87600.0,,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,87518.0,1
169,4993,6054,A-13163-71352,2014/2/19 00:00:00,Certified-Expired,ONLINE,"BODHTREE SOLUTIONS, INC",5201 GREAT AMERICA PARKWAY SUITE 532,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,119662.0,Year,119662.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,119662.0,1
171,5035,6111,A-13130-62949,2014/1/22 00:00:00,Certified-Expired,ONLINE,PERSISTENT SYSTEMS INC.,2055 LAURELWOOD ROAD,SUITE 210,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,11-3021,Computer and Information Systems Managers,Computer and Information Systems Managers,,Other,94700.0,Year,94700.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,94700.0,1
173,5090,6179,A-13228-89180,2014/4/11 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,79702.0,Year,79702.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,79702.0,1
174,5109,6202,A-13291-02085,2014/4/29 00:00:00,Certified,ONLINE,EMBRANE,2350 MISSION COLLEGE BLVD.  SUITE 703,,SANTA CLARA,CALIFORNIA,95054,519190,All Other Information Services,Other Economic Sector,15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects","Information Security Analysts, Web Developers, and Computer Network Architects",Level II,OES,94162.0,Year,135000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,94162.0,1
175,5140,6237,A-13294-03069,2014/5/9 00:00:00,Certified,ONLINE,"BODHTREE SOLUTIONS, INC",5201 GREAT AMERICA PARKWAY SUITE 532,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level III,OES,117146.0,Year,117146.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,117146.0,1
176,5168,6275,A-13269-00798,2014/6/3 00:00:00,Certified,ONLINE,CALSOFT LABS INC,"2953, BUNKER HILL LANE, SUITE 203",,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level III,OES,116605.0,Year,116605.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,116605.0,1
177,5201,6311,A-13228-89240,2014/4/24 00:00:00,Certified,ONLINE,"GIGAMON, INC.",3300 OLCOTT STREET,,SANTA CLARA,CALIFORNIA,95054,541512,Computer Systems Design Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level III,OES,96845.0,Year,120000.0,,Year,Milpitas,CALIFORNIA,INDIA,H-1B,96845.0,1
178,5230,6345,A-13206-82945,2014/4/1 00:00:00,Certified-Expired,ONLINE,"INTEL MEDIA, INC.",2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,109138.0,Year,109138.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,109138.0,1
179,5243,6361,A-13291-02436,2014/9/3 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,105394.0,Year,120000.0,129893.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,105394.0,1
181,5355,6506,A-13298-05781,2014/5/19 00:00:00,Certified,ONLINE,"CHEGG, INC.",3990 FREEDOM CIRCLE,,SANTA CLARA,CALIFORNIA,95054,454111,Electronic Shopping,Retail,13-1161,Market Research Analysts and Marketing Specialists*,Market Research Analysts and Marketing Specialists*,Level II,OES,78957.0,Year,150000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,78957.0,1
182,5379,6533,A-13254-95862,2014/4/16 00:00:00,Certified,ONLINE,ALPHA NET CONSULTING LLC.,3080 OLCOTT STREET,SUITE # 235C,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,134534.0,Year,134534.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,134534.0,1
183,5415,6578,A-13261-97833,2014/4/24 00:00:00,Certified,ONLINE,"INTEL MOBILE COMMUNICATIONS, INC.",2200 MISSION COLLEGE BLVD. RN4-151,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,102731.0,Year,102731.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102731.0,1
184,5477,6653,A-13291-02464,2014/9/30 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level I,OES,93038.0,Year,96750.0,109410.0,Year,Santa Clara,CALIFORNIA,SOUTH KOREA,H-1B,93038.0,1
185,5494,6673,A-14007-30554,2014/8/12 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,109410.0,Year,138000.0,157470.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,109410.0,1
186,5496,6675,A-13347-24787,2014/7/8 00:00:00,Certified,ONLINE,"SERVICENOW, INC.",3260 JAY STREET,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",,Other,112971.0,Year,125000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,112971.0,1
187,5524,6709,A-13266-99305,2014/4/22 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,107060.0,Year,108696.0,171300.0,Year,Santa Clara,CALIFORNIA,NETHERLANDS,H-1B,107060.0,1
188,5525,6710,A-13246-93416,2014/4/9 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level IV,OES,112195.0,Year,112195.0,171300.0,Year,Folsom,CALIFORNIA,CANADA,H-1B,112195.0,1
192,5736,6961,A-13351-25780,2014/6/16 00:00:00,Certified,ONLINE,"INTEL MOBILE COMMUNICATIONS, INC.",2200 MISSION COLLEGE BLVD. RN4-151,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,117562.0,Year,117562.0,171300.0,Year,San Diego,CALIFORNIA,INDIA,H-1B,117562.0,1
193,5768,6998,A-13357-27550,2014/7/7 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,82077.0,Year,86195.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,82077.0,1
194,5769,6999,A-13357-27553,2014/7/7 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,94820.0,Year,94820.0,142900.0,Year,Folsom,CALIFORNIA,PHILIPPINES,H-1B,94820.0,1
196,5793,7031,A-13322-16128,2014/6/26 00:00:00,Certified,ONLINE,"LEEYO SOFTWARE, INC.",2350 MISSION COLLEGE BLVD,SUITE 1100,SANTA CLARA,CALIFORNIA,95054,511210,Software Publishers,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,134534.0,Year,134534.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,134534.0,1
197,5815,7060,A-13339-22235,2014/6/23 00:00:00,Certified,ONLINE,"ARISTA NETWORKS, INC.",5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,109410.0,Year,130000.0,150000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,109410.0,1
198,5828,7077,A-13326-18016,2014/6/10 00:00:00,Certified,ONLINE,ALPHA NET CONSULTING LLC.,3080 OLCOTT STREET,SUITE # 235C,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,114421.0,Year,114421.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,114421.0,1
199,5856,7108,A-13330-19435,2014/6/9 00:00:00,Certified,ONLINE,"PALO ALTO NETWORKS, INC.",4401 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,5415,Computer Systems Design and Related Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,98675.0,Year,100000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,98675.0,1
200,5901,7167,A-13335-19963,2014/6/5 00:00:00,Certified,ONLINE,"BODHTREE SOLUTIONS, INC",5201 GREAT AMERICA PARKWAY SUITE 532,,SANTA CLARA,CALIFORNIA,95054,54151,Computer Systems Design and Related Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,134534.0,Year,134600.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,134534.0,1
203,5933,7209,A-13316-14171,2014/6/26 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,102320.0,Year,120000.0,137557.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102320.0,1
